id,created_at,text
4.78207E+17,6/15/14 16:06,No
4.77935E+17,6/14/14 22:05,No
4.77889E+17,6/14/14 19:03,No
4.77844E+17,6/14/14 16:05,No
4.77484E+17,6/13/14 16:15,No
4.77219E+17,6/12/14 22:39,No
4.77181E+17,6/12/14 20:11,No
4.77121E+17,6/12/14 16:12,No
4.76808E+17,6/11/14 19:29,Yes
4.76758E+17,6/11/14 16:09,Yes
4.76489E+17,6/10/14 22:20,No
4.76446E+17,6/10/14 19:27,No
4.76395E+17,6/10/14 16:05,No
4.76123E+17,6/9/14 22:05,No
4.76094E+17,6/9/14 20:10,No
4.76032E+17,6/9/14 16:05,No
4.75801E+17,6/9/14 0:46,Yes
4.75728E+17,6/8/14 19:56,No
4.75707E+17,6/8/14 18:32,No
4.75412E+17,6/7/14 23:01,Yes
4.75371E+17,6/7/14 20:18,No
4.75319E+17,6/7/14 16:48,Yes
4.75069E+17,6/7/14 0:18,Yes
4.74991E+17,6/6/14 19:08,Yes
4.74946E+17,6/6/14 16:06,Yes
4.74582E+17,6/5/14 16:02,No
4.74312E+17,6/4/14 22:08,No
4.74268E+17,6/4/14 19:13,No
4.7422E+17,6/4/14 16:05,No
4.73968E+17,6/3/14 23:21,No
4.73903E+17,6/3/14 19:04,No
4.73858E+17,6/3/14 16:05,No
4.73601E+17,6/2/14 23:04,Yes
4.7354E+17,6/2/14 19:03,No
4.73496E+17,6/2/14 16:05,No
4.73224E+17,6/1/14 22:05,Yes
4.73186E+17,6/1/14 19:36,No
4.73133E+17,6/1/14 16:05,No
4.72862E+17,5/31/14 22:06,Yes
4.725E+17,5/30/14 22:07,Yes
4.72453E+17,5/30/14 19:03,No
4.72409E+17,5/30/14 16:05,No
4.7215E+17,5/29/14 23:00,No
4.72091E+17,5/29/14 19:03,No
4.71774E+17,5/28/14 22:05,No
4.7173E+17,5/28/14 19:08,No
4.71412E+17,5/27/14 22:05,No
4.71366E+17,5/27/14 19:03,No
4.71321E+17,5/27/14 16:05,No
4.7105E+17,5/26/14 22:07,No
4.71018E+17,5/26/14 19:58,No
4.70687E+17,5/25/14 22:06,No
4.70643E+17,5/25/14 19:10,No
4.70597E+17,5/25/14 16:07,No
4.70279E+17,5/24/14 19:04,No
4.70234E+17,5/24/14 16:05,No
4.69963E+17,5/23/14 22:08,No
4.69917E+17,5/23/14 19:05,No
4.69872E+17,5/23/14 16:05,No
4.696E+17,5/22/14 22:06,Yes
4.69572E+17,5/22/14 20:14,Yes
4.69243E+17,5/21/14 22:25,No
4.69192E+17,5/21/14 19:03,No
4.6915E+17,5/21/14 16:18,No
4.68875E+17,5/20/14 22:06,No
4.68839E+17,5/20/14 19:41,No
4.68786E+17,5/20/14 16:12,Yes
4.68513E+17,5/19/14 22:07,No
4.68467E+17,5/19/14 19:03,No
4.68422E+17,5/19/14 16:05,No
4.68151E+17,5/18/14 22:06,No
4.68115E+17,5/18/14 19:44,No
4.68061E+17,5/18/14 16:09,No
4.67788E+17,5/17/14 22:05,No
4.67742E+17,5/17/14 19:04,No
4.67711E+17,5/17/14 16:58,No
4.67427E+17,5/16/14 22:09,No
4.67338E+17,5/16/14 16:17,No
4.67025E+17,5/15/14 19:32,Yes
4.66972E+17,5/15/14 16:02,Yes
4.66702E+17,5/14/14 22:09,Yes
4.66666E+17,5/14/14 19:48,Yes
4.6661E+17,5/14/14 16:05,Yes
4.66338E+17,5/13/14 22:05,Yes
4.66293E+17,5/13/14 19:04,Yes
4.66247E+17,5/13/14 16:03,Yes
4.65979E+17,5/12/14 22:16,Yes
4.65909E+17,5/12/14 17:37,Yes
4.64915E+17,5/9/14 23:49,No
4.64865E+17,5/9/14 20:31,No
4.64436E+17,5/8/14 16:05,
4.64171E+17,5/7/14 22:30,No
4.64092E+17,5/7/14 17:19,
4.6384E+17,5/7/14 0:36,No
4.63712E+17,5/6/14 16:07,No
4.63451E+17,5/5/14 22:51,No
4.63398E+17,5/5/14 19:21,No
4.63079E+17,5/4/14 22:14,No
4.62993E+17,5/4/14 16:31,No
4.62627E+17,5/3/14 16:15,No
4.61246E+17,4/29/14 20:51,Yes
4.5977E+17,4/25/14 19:05,No
4.59379E+17,4/24/14 17:11,No
4.59003E+17,4/23/14 16:15,No
4.58721E+17,4/22/14 21:35,No
4.58277E+17,4/21/14 16:11,No
4.56465E+17,4/16/14 16:11,No
