STATION,STATION_NAME,ELEVATION,LATITUDE,LONGITUDE,DATE,REPORTTPYE,HOURLYSKYCONDITIONS,HOURLYVISIBILITY,HOURLYPRSENTWEATHERTYPE,HOURLYDRYBULBTEMPF,HOURLYDRYBULBTEMPC,HOURLYWETBULBTEMPF,HOURLYWETBULBTEMPC,HOURLYDewPointTempF,HOURLYDewPointTempC,HOURLYRelativeHumidity,HOURLYWindSpeed,HOURLYWindDirection,HOURLYWindGustSpeed,HOURLYStationPressure,HOURLYPressureTendency,HOURLYPressureChange,HOURLYSeaLevelPressure,HOURLYPrecip,HOURLYAltimeterSetting,DAILYMaximumDryBulbTemp,DAILYMinimumDryBulbTemp,DAILYAverageDryBulbTemp,DAILYDeptFromNormalAverageTemp,DAILYAverageRelativeHumidity,DAILYAverageDewPointTemp,DAILYAverageWetBulbTemp,DAILYHeatingDegreeDays,DAILYCoolingDegreeDays,DAILYSunrise,DAILYSunset,DAILYWeather,DAILYPrecip,DAILYSnowfall,DAILYSnowDepth,DAILYAverageStationPressure,DAILYAverageSeaLevelPressure,DAILYAverageWindSpeed,DAILYPeakWindSpeed,PeakWindDirection,DAILYSustainedWindSpeed,DAILYSustainedWindDirection,MonthlyMaximumTemp,MonthlyMinimumTemp,MonthlyMeanTemp,MonthlyAverageRH,MonthlyDewpointTemp,MonthlyWetBulbTemp,MonthlyAvgHeatingDegreeDays,MonthlyAvgCoolingDegreeDays,MonthlyStationPressure,MonthlySeaLevelPressure,MonthlyAverageWindSpeed,MonthlyTotalSnowfall,MonthlyDeptFromNormalMaximumTemp,MonthlyDeptFromNormalMinimumTemp,MonthlyDeptFromNormalAverageTemp,MonthlyDeptFromNormalPrecip,MonthlyTotalLiquidPrecip,MonthlyGreatestPrecip,MonthlyGreatestPrecipDate,MonthlyGreatestSnowfall,MonthlyGreatestSnowfallDate,MonthlyGreatestSnowDepth,MonthlyGreatestSnowDepthDate,MonthlyDaysWithGT90Temp,MonthlyDaysWithLT32Temp,MonthlyDaysWithGT32Temp,MonthlyDaysWithLT0Temp,MonthlyDaysWithGT001Precip,MonthlyDaysWithGT010Precip,MonthlyDaysWithGT1Snow,MonthlyMaxSeaLevelPressureValue,MonthlyMaxSeaLevelPressureDate,MonthlyMaxSeaLevelPressureTime,MonthlyMinSeaLevelPressureValue,MonthlyMinSeaLevelPressureDate,MonthlyMinSeaLevelPressureTime,MonthlyTotalHeatingDegreeDays,MonthlyTotalCoolingDegreeDays,MonthlyDeptFromNormalHeatingDD,MonthlyDeptFromNormalCoolingDD,MonthlyTotalSeasonToDateHeatingDD,MonthlyTotalSeasonToDateCoolingDD,TweetDate,IsVisible
WBAN:24234,SEATTLE BOEING FIELD WA US,6.1,47.53028,-122.30083,2017-07-02 13:53,FM-15,CLR:00,10.00,,71,21.7,63,17.1,57,13.9,61,8,310,,30.03,,,30.06,0.00,30.06,,,,,,,,,,0416,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,,7/2/17 22:18,True
WBAN:24234,SEATTLE BOEING FIELD WA US,6.1,47.53028,-122.30083,2016-04-16 18:53,FM-15,FEW:02 150,10.00,,65,18.3,51,10.3,35,1.7,33,0,000,,30.24,6,,30.27,0.00,30.27,,,,,,,,,,0515,1903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,,4/17/16 2:37,True
WBAN:24234,SEATTLE BOEING FIELD WA US,6.1,47.53028,-122.30083,2015-03-02 09:53,FM-15,OVC:08 24,10.00,,48,8.9,42,5.7,35,1.7,61,7,330,,30.02,1,,30.05,0.00,30.05,,,,,,,,,,0648,1756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,,3/2/15 17:31,False
WBAN:24234,SEATTLE BOEING FIELD WA US,6.1,47.53028,-122.30083,2014-12-13 12:53,FM-15,SCT:04 27,10.00,,52,11.1,48,8.7,43,6.1,72,3,220,,30.19,8,,30.22,0.00,30.22,,,,,,,,,,0749,1618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,,12/13/14 20:35,False
WBAN:24234,SEATTLE BOEING FIELD WA US,6.1,47.53028,-122.30083,2014-06-06 10:53,FM-15,SCT:04 250,10.00,,70,21.1,57,13.7,45,7.2,41,9,330,,30.10,,,30.13,0.00,30.13,,,,,,,,,,0413,2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,,6/6/14 19:08,True
WBAN:24234,SEATTLE BOEING FIELD WA US,6.1,47.53028,-122.30083,2016-02-25 13:53,FM-15,CLR:00,10.00,,58,14.4,50,10.0,42,5.6,56,7,310,,30.14,,,30.17,0.00,30.17,,,,,,,,,,0657,1748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,,2/25/16 21:56,True
WBAN:24234,SEATTLE BOEING FIELD WA US,6.1,47.53028,-122.30083,2017-12-23 15:53,FM-15,CLR:00,10.00,,39,3.9,33,0.8,24,-4.4,55,5,020,,30.45,5,,30.48,0.00,30.48,,,,,,,,,,0755,1621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,,12/24/17 0:17,True
WBAN:24234,SEATTLE BOEING FIELD WA US,6.1,47.53028,-122.30083,2016-10-28 09:53,FM-15,BKN:07 70,10.00,,60,15.6,55,12.6,50,10.0,70,3,190,,29.91,0,,29.94,0.00,29.94,,,,,,,,,,0648,1657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,,10/28/16 18:13,False
WBAN:24234,SEATTLE BOEING FIELD WA US,6.1,47.53028,-122.30083,2017-07-06 12:53,FM-15,CLR:00,10.00,,79,26.1,64,17.8,54,12.2,42,6,290,,30.07,7,,30.10,0.00,30.10,,,,,,,,,,0419,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,,7/6/17 21:33,True
WBAN:24234,SEATTLE BOEING FIELD WA US,6.1,47.53028,-122.30083,2014-10-05 10:53,FM-15,SCT:04 150,10.00,,66,18.9,60,15.4,55,12.8,68,6,330,,30.11,,,30.14,0.00,30.14,,,,,,,,,,0614,1741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,,10/5/14 19:04,False
WBAN:24234,SEATTLE BOEING FIELD WA US,6.1,47.53028,-122.30083,2016-10-11 13:53,FM-15,CLR:00,10.00,,60,15.6,50,10.1,40,4.4,47,8,310,,30.15,,,30.18,0.00,30.18,,,,,,,,,,0623,1727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,,10/11/16 22:04,True
WBAN:24234,SEATTLE BOEING FIELD WA US,6.1,47.53028,-122.30083,2014-10-14 07:53,FM-15,BKN:07 21 BKN:07 65 OVC:08 80,10.00,,56,13.3,53,11.9,51,10.6,84,6,130,,29.80,,,29.83,,29.83,,,,,,,,,,0626,1723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,,10/14/14 16:03,False
WBAN:24234,SEATTLE BOEING FIELD WA US,6.1,47.53028,-122.30083,2014-07-12 17:53,FM-15,FEW:02 100,10.00,,87,30.6,67,19.3,54,12.2,32,8,310,,30.00,,,30.04,0.00,30.03,,,,,,,,,,0425,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,,7/13/14 1:45,True
WBAN:24234,SEATTLE BOEING FIELD WA US,6.1,47.53028,-122.30083,2014-04-23 07:53,FM-15,SCT:04 25 SCT:04 70 BKN:07 95,10.00,,49,9.4,45,7.3,41,5.0,74,8,160,,29.88,,,29.91,0.00,29.91,,,,,,,,,,0506,1910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,,4/23/14 16:15,False
WBAN:24234,SEATTLE BOEING FIELD WA US,6.1,47.53028,-122.30083,2017-12-25 16:53,FM-15,OVC:08 50,8.00,,34,1.1,34,0.9,33,0.6,97,3,170,,30.33,,,30.36,0.00,30.36,,,,,,,,,,0756,1623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,,12/26/17 1:05,False
WBAN:24234,SEATTLE BOEING FIELD WA US,6.1,47.53028,-122.30083,2014-12-14 08:51,FM-16,OVC:08 2,1.00,BR:1 ||,37,3.0,37,2.5,36,2.0,93,0,000,,30.13,,,,,30.16,,,,,,,,,,0750,1618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,,12/14/14 16:43,True
WBAN:24234,SEATTLE BOEING FIELD WA US,6.1,47.53028,-122.30083,2014-07-06 13:21,FM-16,FEW:02 80,10.00,,82,28.0,68,19.8,59,15.0,45,7,260,,30.10,,,,,30.13,,,,,,,,,,0419,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,,7/6/14 22:05,True
WBAN:24234,SEATTLE BOEING FIELD WA US,6.1,47.53028,-122.30083,2015-01-09 10:53,FM-15,VV:09 2,0.25,FG:2 |FG:30 |,43,6.1,42,5.4,40,4.4,89,0,000,,30.07,,,30.10,0.00,30.10,,,,,,,,,,0756,1638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,,1/9/15 18:45,False
WBAN:24234,SEATTLE BOEING FIELD WA US,6.1,47.53028,-122.30083,2014-06-15 12:53,FM-15,FEW:02 20 BKN:07 35 BKN:07 75,10.00,,64,17.8,56,13.3,49,9.4,58,0,000,,29.82,6,+0.04,29.85,,29.85,,,,,,,,,,0411,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,,6/15/14 20:07,False
WBAN:24234,SEATTLE BOEING FIELD WA US,6.1,47.53028,-122.30083,2014-05-19 13:53,FM-15,FEW:02 30 SCT:04 60,10.00,,67,19.4,55,13.0,45,7.2,45,7,330,,29.98,,,30.01,0.00,30.01,,,,,,,,,,0427,1945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,,5/19/14 22:07,False
WBAN:24234,SEATTLE BOEING FIELD WA US,6.1,47.53028,-122.30083,2016-04-09 18:53,FM-15,CLR:00,10.00,,61,16.1,52,11.3,44,6.7,54,3,190,,29.76,5,,29.79,0.00,29.79,,,,,,,,,,0528,1853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,,4/10/16 1:58,True
WBAN:24234,SEATTLE BOEING FIELD WA US,6.1,47.53028,-122.30083,2016-01-28 15:53,FM-15,FEW:02 120,10.00,,54,12.2,49,9.5,44,6.7,69,13,200,21,29.96,1,,29.99,0.00,29.99,,,,,,,,,,0741,1704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,,1/28/16 23:56,False
WBAN:24234,SEATTLE BOEING FIELD WA US,6.1,47.53028,-122.30083,2014-11-26 13:53,FM-15,SCT:04 40 OVC:08 50,10.00,,61,16.1,56,13.4,52,11.1,72,8,170,,30.01,,,30.04,T,30.04,,,,,,,,,,0730,1623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,,11/26/14 22:14,False
WBAN:24234,SEATTLE BOEING FIELD WA US,6.1,47.53028,-122.30083,2014-07-18 17:53,FM-15,BKN:07 200,10.00,,76,24.4,62,16.7,52,11.1,43,0,000,,30.02,,,30.05,0.00,30.05,,,,,,,,,,0431,1959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,,7/19/14 1:44,True
WBAN:24234,SEATTLE BOEING FIELD WA US,6.1,47.53028,-122.30083,2016-07-28 07:53,FM-15,CLR:00,10.00,,68,20.0,61,16.1,56,13.3,65,5,310,,30.11,,,30.14,0.00,30.14,,,,,,,,,,0443,1948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,,7/28/16 16:17,True
WBAN:24234,SEATTLE BOEING FIELD WA US,6.1,47.53028,-122.30083,2014-07-14 14:53,FM-15,CLR:00,10.00,,83,28.3,67,19.4,57,13.9,41,7,330,,30.04,,,30.07,0.00,30.07,,,,,,,,,,0426,2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,,7/14/14 23:05,True
WBAN:24234,SEATTLE BOEING FIELD WA US,6.1,47.53028,-122.30083,2016-02-09 07:53,FM-15,VV:09 2,0.25,FG:2 |FG:30 |,40,4.4,40,4.2,39,3.9,97,5,130,,30.17,,,30.20,T,30.20,,,,,,,,,,0725,1723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,,2/9/16 16:11,True
WBAN:24234,SEATTLE BOEING FIELD WA US,6.1,47.53028,-122.30083,2014-09-22 16:53,FM-15,FEW:02 35 SCT:04 110 BKN:07 200,10.00,,71,21.7,61,15.9,53,11.7,53,3,210,,29.90,,,29.93,0.00,29.93,,,,,,,,,,0557,1805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,,9/23/14 1:07,False
WBAN:24234,SEATTLE BOEING FIELD WA US,6.1,47.53028,-122.30083,2016-08-05 08:53,FM-15,FEW:02 7,10.00,,67,19.4,60,15.3,54,12.2,63,6,160,,29.89,,,29.92,0.00,29.92,,,,,,,,,,0453,1936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,,8/5/16 17:34,True
WBAN:24234,SEATTLE BOEING FIELD WA US,6.1,47.53028,-122.30083,2014-07-22 15:53,FM-15,BKN:07 70 OVC:08 85,10.00,,70,21.1,61,16.3,55,12.8,59,0,000,,30.02,8,,30.06,0.00,30.05,,,,,,,,,,0435,1956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,,7/23/14 0:18,False
WBAN:24234,SEATTLE BOEING FIELD WA US,6.1,47.53028,-122.30083,2016-01-05 10:53,FM-15,FEW:02 7 BKN:07 50 OVC:08 85,10.00,,42,5.6,38,3.4,33,0.6,71,0,000,,29.55,,,29.59,0.00,29.58,,,,,,,,,,0757,1633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,,1/5/16 19:11,False
WBAN:24234,SEATTLE BOEING FIELD WA US,6.1,47.53028,-122.30083,2015-02-04 13:53,FM-15,SCT:04 38 BKN:07 50 OVC:08 120,10.00,,51,10.6,48,8.6,44,6.7,77,0,000,,29.88,,,29.91,0.00,29.91,,,,,,,,,,0732,1715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,,2/4/15 21:39,False
WBAN:24234,SEATTLE BOEING FIELD WA US,6.1,47.53028,-122.30083,2017-09-26 06:53,FM-15,BKN:07 7,10.00,,57,13.9,56,13.3,55,12.8,93,3,120,,30.16,3,,30.19,0.00,30.19,,,,,,,,,,0601,1759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,,9/26/17 15:09,True
WBAN:24234,SEATTLE BOEING FIELD WA US,6.1,47.53028,-122.30083,2014-07-29 13:53,FM-15,CLR:00,10.00,,84,28.9,65,18.3,52,11.1,33,10,310,,30.06,,,30.10,0.00,30.09,,,,,,,,,,0443,1948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,,7/29/14 22:13,True
WBAN:24234,SEATTLE BOEING FIELD WA US,6.1,47.53028,-122.30083,2017-07-01 17:53,FM-15,CLR:00,10.00,,72,22.2,62,16.7,55,12.8,55,5,290,,30.00,,,30.03,0.00,30.03,,,,,,,,,,0416,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,,7/2/17 1:26,True
WBAN:24234,SEATTLE BOEING FIELD WA US,6.1,47.53028,-122.30083,2016-09-25 13:53,FM-15,SCT:04 140,10.00,,74,23.3,59,14.8,46,7.8,37,10,310,,30.32,,,30.35,0.00,30.35,,,,,,,,,,0601,1759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,,9/25/16 21:38,True
WBAN:24234,SEATTLE BOEING FIELD WA US,6.1,47.53028,-122.30083,2016-11-10 13:53,FM-15,SCT:04 80 BKN:07 200,10.00,,63,17.2,58,14.4,54,12.2,73,0,000,,29.97,,,30.01,0.00,30.00,,,,,,,,,,0708,1638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,,11/10/16 22:15,True
WBAN:24234,SEATTLE BOEING FIELD WA US,6.1,47.53028,-122.30083,2016-09-26 16:53,FM-15,CLR:00,10.00,,76,24.4,63,17.2,54,12.2,47,5,310,,29.97,,,30.00,0.00,30.00,,,,,,,,,,0604,1755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,,9/27/16 0:40,True
WBAN:24234,SEATTLE BOEING FIELD WA US,6.1,47.53028,-122.30083,2015-02-13 11:53,FM-15,SCT:04 140 BKN:07 220,10.00,,61,16.1,55,12.6,49,9.4,65,0,000,,30.12,,,30.15,0.00,30.15,,,,,,,,,,0718,1729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,,2/13/15 19:38,True
WBAN:24234,SEATTLE BOEING FIELD WA US,6.1,47.53028,-122.30083,2014-05-13 10:53,FM-15,FEW:02 250,10.00,,72,22.2,58,14.4,46,7.8,40,8,310,,30.33,,,30.37,0.00,30.36,,,,,,,,,,0435,1937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,,5/13/14 19:04,True
WBAN:24234,SEATTLE BOEING FIELD WA US,6.1,47.53028,-122.30083,2014-05-22 13:53,FM-15,FEW:02 80 SCT:04 150 BKN:07 210,10.00,,75,23.9,62,16.8,53,11.7,46,6,320,,30.01,,,30.04,0.00,30.04,,,,,,,,,,0424,1948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,,5/22/14 20:14,True
WBAN:24234,SEATTLE BOEING FIELD WA US,6.1,47.53028,-122.30083,2014-05-30 13:53,FM-15,FEW:02 35,10.00,,68,20.0,56,13.4,46,7.8,45,9,310,16,30.00,,,30.03,0.00,30.03,,,,,,,,,,0417,1957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,,5/30/14 22:07,True
WBAN:24234,SEATTLE BOEING FIELD WA US,6.1,47.53028,-122.30083,2014-06-17 12:51,FM-16,SCT:04 29 BKN:07 44 OVC:08 50,10.00,,64,18.0,55,13.0,48,9.0,56,7,160,,30.08,,,,,30.11,,,,,,,,,,0411,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,,6/17/14 19:35,False
WBAN:24234,SEATTLE BOEING FIELD WA US,6.1,47.53028,-122.30083,2016-08-01 17:53,FM-15,FEW:02 90,10.00,,75,23.9,62,16.8,53,11.7,46,7,290,,29.97,,,30.00,0.00,30.00,,,,,,,,,,0449,1941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,,8/2/16 1:07,True
WBAN:24234,SEATTLE BOEING FIELD WA US,6.1,47.53028,-122.30083,2016-08-02 15:53,FM-15,BKN:07 42,10.00,,71,21.7,60,15.4,51,10.6,49,0,000,,30.11,6,,30.14,0.00,30.14,,,,,,,,,,0449,1941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,,8/2/16 23:24,False
WBAN:24234,SEATTLE BOEING FIELD WA US,6.1,47.53028,-122.30083,2017-08-15 11:53,FM-15,CLR:00,10.00,,72,22.2,61,15.9,52,11.1,50,7,340,,29.95,,,29.98,0.00,29.98,,,,,,,,,,0505,1922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,,8/15/17 19:54,True
WBAN:24234,SEATTLE BOEING FIELD WA US,6.1,47.53028,-122.30083,2014-07-11 13:53,FM-15,FEW:02 200,10.00,,85,29.4,65,18.5,52,11.1,32,8,310,,29.92,,,29.95,0.00,29.95,,,,,,,,,,0423,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,,7/11/14 21:55,True
WBAN:24234,SEATTLE BOEING FIELD WA US,6.1,47.53028,-122.30083,2015-01-01 07:53,FM-15,CLR:00,10.00,,27,-2.8,25,-3.9,21,-6.1,78,0,000,,30.32,,,30.35,0.00,30.35,,,,,,,,,,0757,1629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,,1/1/15 16:06,True
WBAN:24234,SEATTLE BOEING FIELD WA US,6.1,47.53028,-122.30083,2016-07-26 16:53,FM-15,CLR:00,10.00,,78,25.6,63,17.4,53,11.7,42,5,300,,30.06,,,30.09,0.00,30.09,,,,,,,,,,0442,1949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,,7/27/16 1:04,True
WBAN:24234,SEATTLE BOEING FIELD WA US,6.1,47.53028,-122.30083,2017-12-06 11:53,FM-15,CLR:00,10.00,,50,10.0,45,7.0,38,3.3,63,0,000,,30.60,,,30.63,0.00,30.63,,,,,,,,,,0742,1618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,,12/6/17 20:17,True
WBAN:24234,SEATTLE BOEING FIELD WA US,6.1,47.53028,-122.30083,2016-05-11 12:53,FM-15,CLR:00,10.00,,78,25.6,57,14.1,39,3.9,25,7,270,,29.98,6,,30.01,0.00,30.01,,,,,,,,,,0436,1936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,,5/11/16 21:41,True
WBAN:24234,SEATTLE BOEING FIELD WA US,6.1,47.53028,-122.30083,2017-07-20 16:53,FM-15,SCT:04 40 SCT:04 200,10.00,,73,22.8,61,16.3,53,11.7,50,10,190,,30.07,,,30.11,0.00,30.10,,,,,,,,,,0433,1957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,,7/21/17 0:17,False
WBAN:24234,SEATTLE BOEING FIELD WA US,6.1,47.53028,-122.30083,2016-02-28 14:53,FM-15,FEW:02 20 BKN:07 39 OVC:08 60,7.00,-RA:02 |RA:61 |,48,8.9,46,7.6,43,6.1,83,14,240,30,29.98,,,30.01,0.04,30.01,,,,,,,,,,0652,1753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,,2/28/16 23:20,False
WBAN:24234,SEATTLE BOEING FIELD WA US,6.1,47.53028,-122.30083,2016-11-17 14:53,FM-15,FEW:02 34 SCT:04 250,10.00,,52,11.1,46,8.0,40,4.4,64,5,170,,30.14,,,30.17,0.00,30.17,,,,,,,,,,0718,1630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,,11/17/16 23:06,False
WBAN:24234,SEATTLE BOEING FIELD WA US,6.1,47.53028,-122.30083,2017-01-06 07:53,FM-15,SCT:04 200,10.00,,18,-7.8,18,-7.9,17,-8.3,96,7,150,,30.06,,,30.09,0.00,30.09,,,,,,,,,,0757,1634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,,1/6/17 15:53,True
WBAN:24234,SEATTLE BOEING FIELD WA US,6.1,47.53028,-122.30083,2017-12-31 14:53,FM-15,SCT:04 200,10.00,,44,6.7,39,4.1,33,0.6,65,6,030,,30.19,,,30.22,0.00,30.22,,,,,,,,,,0757,1628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,,12/31/17 21:32,True
WBAN:24234,SEATTLE BOEING FIELD WA US,6.1,47.53028,-122.30083,2017-10-22 07:53,FM-15,SCT:04 20 BKN:07 40,10.00,,56,13.3,52,11.3,49,9.4,77,11,190,21,30.02,,,30.05,0.00,30.05,,,,,,,,,,0638,1709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,,10/22/17 15:44,False
WBAN:24234,SEATTLE BOEING FIELD WA US,6.1,47.53028,-122.30083,2017-11-01 16:53,FM-15,BKN:07 80,10.00,,53,11.7,48,8.9,43,6.1,69,8,170,,29.76,,,29.79,0.00,29.79,,,,,,,,,,0654,1650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,,11/2/17 1:12,False
WBAN:24234,SEATTLE BOEING FIELD WA US,6.1,47.53028,-122.30083,2016-01-26 13:53,FM-15,FEW:02 3 SCT:04 10 BKN:07 28,10.00,,55,12.8,54,12.2,53,11.7,93,0,000,,30.18,,,30.21,0.00,30.21,,,,,,,,,,0743,1701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,,1/26/16 21:57,False
WBAN:24234,SEATTLE BOEING FIELD WA US,6.1,47.53028,-122.30083,2014-06-19 11:53,FM-15,FEW:02 20,10.00,,73,22.8,60,15.5,50,10.0,44,9,220,,29.96,,,29.99,0.00,29.99,,,,,,,,,,0411,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,,6/19/14 19:17,True
